Longitude,Latitude,OBJECTID,STSSN_ID,YEAR_,MONTH_,DAY_,Commonname,County,CONDITION,CLSL,CWSL,CLOC,CWOC
-81.14000293,24.70500439,38802,TXB1990061901,1990,6,19,Green turtle,Monroe,Fresh dead,42.2,33.1,43.8,38.7
-82.72180347,27.61780509,38803,HMF1990062001,1990,6,20,Loggerhead,Pinellas,Moderately decomposed,0,0,95.6,85.1
-80.4182028,27.80500519,38804,KMW1990062001,1990,6,20,Green turtle,Indian River,Severely decomposed,0,0,0,0
-80.59790287,28.22020529,38805,LME1990062001,1990,6,20,Loggerhead,Brevard,Severely decomposed,95.2,71.1,101,95
-80.59670287,28.21140528,38806,LWC1990062001,1990,6,20,Loggerhead,Brevard,Moderately decomposed,0,0,0,0
-82.58220342,27.31670502,38807,TLE1990062101,1990,6,21,Loggerhead,Sarasota,Moderately decomposed,92.5,68.3,99.5,89.4
-80.73170282,24.86500444,38808,EXO1990062201,1990,6,22,Green turtle,Monroe,Severely decomposed,0,0,49,44
-80.07950266,26.26500481,38809,JRH1990062201,1990,6,22,Green turtle,Broward,Moderately decomposed,103,76.2,107,98
-80.05530267,26.88830497,38810,JXW1990062201,1990,6,22,Green turtle,Palm Beach,Moderately decomposed,94.2,75.2,98.5,97.5
-82.31740333,26.86330491,38811,BMS1990062301,1990,6,23,Loggerhead,Charlotte,Moderately decomposed,81,66,84,81
-80.2933027,25.4400046,38812,RXR1990062301,1990,6,23,Green turtle,Miami-Dade,Severely decomposed,47.7,37.4,51,43
-80.6850028,24.89000445,38813,SRA1990062301,1990,6,23,Green turtle,Monroe,Fresh dead,44.5,38,45.5,43
-81.93330321,26.44270482,38814,EMH1990062401,1990,6,24,Loggerhead,Lee,Moderately decomposed,100,76,107,95
-80.53170275,24.77810443,38815,SXM1990062401,1990,6,24,Loggerhead,Monroe,Alive,0,0,20.3,18
-82.68330346,27.70330511,38816,AXF1990062501,1990,6,25,Loggerhead,Pinellas,Alive,78,58,87,77
-81.80930316,26.15330475,38817,DJC1990062501,1990,6,25,Loggerhead,Collier,Fresh dead,0,0,0,0
-81.37640317,30.23830575,38818,DMC1990062501,1990,6,25,Loggerhead,St. Johns,Moderately decomposed,0,0,65,62
-81.37670317,30.24000575,38819,DMC1990062502,1990,6,25,Loggerhead,St. Johns,Fresh dead,0,0,66,61
-81.4370032,30.63170584,38820,LXC1990062501,1990,6,25,Loggerhead,Nassau,Moderately decomposed,0,0,53,50.5
-81.4317032,30.65830584,38821,MXD1990062501,1990,6,25,Loggerhead,Nassau,Severely decomposed,0,0,0,0
-81.4383032,30.62500583,38822,MXD1990062502,1990,6,25,Loggerhead,Nassau,Moderately decomposed,0,0,88,81
-81.4267032,30.70000585,38823,RRP1990062501,1990,6,25,Loggerhead,Nassau,Fresh dead,0,0,58,57
-80.06670266,26.38830484,38824,BXS1990062601,1990,6,26,Green turtle,Palm Beach,Fresh dead,46.2,36.4,48,41.5
-81.41070319,30.4650058,38825,DAP1990062601,1990,6,26,Loggerhead,Duval,Severely decomposed,0,0,55,52
-81.40920319,30.43830579,38826,DAP1990062602,1990,6,26,Loggerhead,Duval,Moderately decomposed,0,0,0,0
-80.73330282,24.85130444,38827,EXO1990062601,1990,6,26,Loggerhead,Monroe,Moderately decomposed,0,0,118,112
-81.39400318,30.32170577,38828,MHH1990062601,1990,6,26,Loggerhead,Duval,Moderately decomposed,0,0,101,91
-81.4433032,30.57170582,38829,MPD1990062602,1990,6,26,Loggerhead,Nassau,Moderately decomposed,0,0,57.5,55.5
-81.4409032,30.61000583,38830,MXA1990062601,1990,6,26,Loggerhead,Nassau,Moderately decomposed,0,0,50.5,50
-81.4429032,30.56670582,38831,MXD1990062601,1990,6,26,Loggerhead,Nassau,Moderately decomposed,0,0,0,0
-81.4417032,30.55170582,38832,MXD1990062603,1990,6,26,Kemp's ridley,Nassau,Moderately decomposed,0,0,57,55
-81.4406032,30.54470582,38833,MXD1990062604,1990,6,26,Loggerhead,Nassau,Severely decomposed,0,0,67,65
-81.4281032,30.70060585,38834,RRP1990062601,1990,6,26,Loggerhead,Nassau,Moderately decomposed,0,0,58,58
-80.06830266,26.36330484,38835,RXW1990062601,1990,6,26,Green turtle,Palm Beach,Fresh dead,32.9,25.7,34.7,28.5
-81.35330316,30.15500573,38836,SXS1990062601,1990,6,26,Loggerhead,St. Johns,Moderately decomposed,0,0,102,85
-81.35470316,30.16000573,38837,SXS1990062602,1990,6,26,Loggerhead,St. Johns,Moderately decomposed,0,0,66,65
-80.55470287,28.51500536,38838,EDS1990062701,1990,6,27,Loggerhead,Brevard,Dried carcass,0,0,89,78
-81.12670307,29.48170558,38839,EHO1990062701,1990,6,27,Loggerhead,Flagler,Moderately decomposed,64.2,53.5,69,67
-81.4391032,30.53830581,38840,MXD1990062701,1990,6,27,Loggerhead,Nassau,Moderately decomposed,0,0,62.5,64
-81.4293032,30.67670585,38841,MXD1990062702,1990,6,27,Loggerhead,Nassau,Severely decomposed,0,0,0,0
-81.39580318,30.33830577,38842,MXH1990062701,1990,6,27,Loggerhead,Duval,Moderately decomposed,0,0,57,55
-80.03670266,26.6050049,38843,RXW1990062701,1990,6,27,Loggerhead,Palm Beach,Severely decomposed,0,0,0,0
-80.936303,29.10000549,38844,AJC1990062801,1990,6,28,Loggerhead,Volusia,Fresh dead,0,0,36,32
-80.99170302,29.19670551,38845,AJC1990062802,1990,6,28,Loggerhead,Volusia,Severely decomposed,0,0,66,62.2
-81.37290317,30.22500574,38846,DMC1990062801,1990,6,28,Loggerhead,St. Johns,Severely decomposed,0,0,59,60
-81.08230305,29.38500555,38847,DXF1990062801,1990,6,28,Loggerhead,Volusia,Moderately decomposed,0,0,50.8,52.1
-81.39960318,30.40390578,38848,HDS1990062801,1990,6,28,Loggerhead,Duval,Severely decomposed,0,0,0,0
-80.57640287,28.42500534,38849,MAM1990062801,1990,6,28,Loggerhead,Brevard,Moderately decomposed,0,0,60,50
-80.936303,29.10000549,38850,MLF1990062801,1990,6,28,Loggerhead,Volusia,Alive,59.6,48.1,0,0
-81.38670317,30.28000576,38851,MXH1990062801,1990,6,28,Loggerhead,Duval,Severely decomposed,0,0,68,67
-80.950003,29.12000549,38852,RMF1990062801,1990,6,28,Loggerhead,Volusia,Fresh dead,0,0,73.7,66
-80.60170288,28.37170532,38853,RXK1990062801,1990,6,28,Loggerhead,Brevard,Moderately decomposed,0,0,111.8,109.2
-80.59410287,28.39470533,38854,RXK1990062802,1990,6,28,Loggerhead,Brevard,Severely decomposed,0,0,0,0
-80.59780287,28.22020529,38855,RXO1990062801,1990,6,28,Loggerhead,Brevard,Severely decomposed,64.1,51.9,69.2,64.5
-80.59690287,28.21500528,38856,RXO1990062802,1990,6,28,Loggerhead,Brevard,Severely decomposed,61.2,50.8,68,67
-81.41140319,30.4833058,38857,SSM1990062801,1990,6,28,Loggerhead,Duval,Severely decomposed,0,0,59,56
-81.41100319,30.45170579,38858,SSM1990062802,1990,6,28,Loggerhead,Duval,Moderately decomposed,0,0,64,63
-80.22330269,25.70330467,38859,WGT1990062801,1990,6,28,Green turtle,Miami-Dade,Alive,43.5,35,48.1,41.6
-80.954003,29.1267055,38860,AJC1990062901,1990,6,29,Loggerhead,Volusia,Fresh dead,0,0,102.9,97.8
-80.945303,29.11330549,38861,AJC1990062902,1990,6,29,Loggerhead,Volusia,Severely decomposed,0,0,68.6,63.5
-81.41090319,30.4533058,38862,CXO1990062901,1990,6,29,Loggerhead,Duval,Severely decomposed,0,0,57,58
-80.55350286,28.44210534,38863,EDS1990062901,1990,6,29,Loggerhead,Brevard,Moderately decomposed,0,0,84,74
-80.53330286,28.44830534,38864,EDS1990062902,1990,6,29,Loggerhead,Brevard,Moderately decomposed,0,0,98,90
-81.00330302,29.22000552,38865,RMF1990062901,1990,6,29,Loggerhead,Volusia,Fresh dead,0,0,55.9,53.3
-81.37930317,30.25000575,38866,RPS1990062901,1990,6,29,Loggerhead,St. Johns,Severely decomposed,0,0,0,0
-80.56500287,28.43620534,38867,EDS1990063001,1990,6,30,Loggerhead,Brevard,Moderately decomposed,0,0,76,68
-80.58260287,28.41670533,38868,EDS1990063002,1990,6,30,Loggerhead,Brevard,Severely decomposed,0,0,69,67
-80.56000287,28.43900534,38869,CXW1990070101,1990,7,1,Loggerhead,Brevard,Severely decomposed,0,0,75,68
-80.55170286,28.44310534,38870,CXW1990070102,1990,7,1,Loggerhead,Brevard,Severely decomposed,0,0,72,68
-80.53330286,28.44830534,38871,CXW1990070103,1990,7,1,Loggerhead,Brevard,Severely decomposed,0,0,65,62
-81.37470317,30.23170574,38872,DMC1990070101,1990,7,1,Loggerhead,St. Johns,Moderately decomposed,0,0,60,58
-80.60170287,28.24470529,38873,LME1990070101,1990,7,1,Green turtle,Brevard,Moderately decomposed,34.1,26.7,38.5,32.4
-80.79090283,24.81670443,38874,PWW1990070101,1990,7,1,Loggerhead,Monroe,Dried carcass,0,0,0,0
-81.37900317,30.24830575,38875,RPS1990070201,1990,7,2,Loggerhead,St. Johns,Fresh dead,0,0,62,58
-80.59830288,28.38330533,38876,RXK1990070201,1990,7,2,Loggerhead,Brevard,Severely decomposed,0,0,81.3,73.7
-81.36310316,30.19170574,38877,SXS1990070201,1990,7,2,Loggerhead,St. Johns,Fresh dead,0,0,65,62
-80.56500287,28.43620534,38878,CXW1990070301,1990,7,3,Loggerhead,Brevard,Moderately decomposed,0,0,100,99
-81.37500317,30.23330575,38879,RPS1990070301,1990,7,3,Loggerhead,St. Johns,Severely decomposed,0,0,62,59
-82.58330342,27.33420502,38880,TXE1990070301,1990,7,3,Loggerhead,Sarasota,Alive,106,76.2,119,92.7
-80.96140301,29.1400055,38881,AJC1990070401,1990,7,4,Loggerhead,Volusia,Moderately decomposed,0,0,74.9,72.4
-81.04600304,29.30670554,38882,DXF1990070401,1990,7,4,Loggerhead,Volusia,Fresh dead,0,0,91.4,78.7
-81.4346032,30.64470584,38883,LXC1990070401,1990,7,4,Loggerhead,Nassau,Severely decomposed,0,0,64,59
-81.02500303,29.26330553,38884,RMF1990070401,1990,7,4,Loggerhead,Volusia,Fresh dead,0,0,0,0
-81.06060304,29.33830554,38885,RMF1990070402,1990,7,4,Loggerhead,Volusia,Fresh dead,0,0,96.5,91.4
-81.37500317,30.23500575,38886,RPS1990070401,1990,7,4,Kemp's ridley,St. Johns,Severely decomposed,0,0,34,36
-81.30500314,29.95830568,38887,SXS1990070401,1990,7,4,Kemp's ridley,St. Johns,Skeletal remains,0,0,0,0
-81.10670306,29.43830557,38888,EHO1990070501,1990,7,5,Kemp's ridley,Flagler,Fresh dead,50,0,51,49.5
-80.08920268,26.998305,38889,JPH1990070501,1990,7,5,Loggerhead,Martin,Severely decomposed,0,0,0,0
-82.68980345,27.43540504,38890,TLE1990070501,1990,7,5,Loggerhead,Manatee,Severely decomposed,110,79.8,114.5,103.4
-80.54170286,28.44670534,38891,EDS1990070601,1990,7,6,Loggerhead,Brevard,Severely decomposed,0,0,93,87
-81.15500308,29.53830559,38892,EHO1990070601,1990,7,6,Loggerhead,Flagler,Moderately decomposed,54.4,43.2,59,56
-80.58260287,28.41670533,38893,EDS1990070701,1990,7,7,Loggerhead,Brevard,Skeletal remains,0,0,65,56
-81.4421032,30.60330583,38894,MXD1990070801,1990,7,8,Loggerhead,Nassau,Moderately decomposed,57,46.5,62,60
-80.79090283,24.81670443,38895,PWW1990070801,1990,7,8,Green turtle,Monroe,Dried carcass,0,0,0,0
-81.02500303,29.26330553,38896,RMF1990070801,1990,7,8,Loggerhead,Volusia,Fresh dead,0,0,58.4,55.9
-81.29100313,29.92000567,38897,AWA1990070901,1990,7,9,Loggerhead,St. Johns,Moderately decomposed,0,0,61,61
-80.58420287,28.41160533,38898,CXW1990070901,1990,7,9,Loggerhead,Brevard,Moderately decomposed,0,0,0,95
-80.32850277,27.58830514,38899,DAH1990070901,1990,7,9,Loggerhead,Indian River,Alive,0,0,96,92
-81.03330303,29.28170553,38900,DXF1990070901,1990,7,9,Loggerhead,Volusia,Severely decomposed,0,0,77.5,69.9
-81.11620306,29.45830557,38901,EHO1990070901,1990,7,9,Loggerhead,Flagler,Severely decomposed,54.9,46.5,60,59
-80.05830267,26.89830497,38902,LXW1990071001,1990,7,10,Loggerhead,Palm Beach,Moderately decomposed,0,0,0,0
-81.4288032,30.68000585,38903,MXA1990071001,1990,7,10,Loggerhead,Nassau,Moderately decomposed,0,0,69,66
-80.06330266,26.41670485,38904,RXW1990071001,1990,7,10,Loggerhead,Palm Beach,Severely decomposed,0,0,0,0
-80.58360287,28.41500533,38905,EDS1990071101,1990,7,11,Loggerhead,Brevard,Fresh dead,0,0,0,0
-80.56920287,28.56830537,38906,EDS1990071102,1990,7,11,Loggerhead,Brevard,Severely decomposed,0,0,101.5,86
-80.96040301,29.1383055,38907,PLW1990071101,1990,7,11,Loggerhead,Volusia,Moderately decomposed,0,0,85.1,81.9
-80.56830287,28.43410534,38908,CXW1990071201,1990,7,12,Loggerhead,Brevard,Severely decomposed,0,0,64,59
-80.27960275,27.4400051,38909,JCG1990071201,1990,7,12,Loggerhead,St. Lucie,Fresh dead,94.7,76.1,105.8,98.4
-82.83350351,27.95000516,38910,NCK1990071201,1990,7,12,Loggerhead,Pinellas,Moderately decomposed,90,67.5,96,87
-85.75170442,30.1867056,38911,WGG1990071201,1990,7,12,Loggerhead,Bay,Moderately decomposed,0,0,0,0
-81.08100305,29.38170555,38912,PLW1990071301,1990,7,13,Loggerhead,Volusia,Severely decomposed,0,0,66,64.8
-81.403303,24.54830435,38913,BDC1990071401,1990,7,14,Hawksbill,Monroe,Fresh dead,29.9,20.8,31.7,26.7
-81.24560311,29.75170564,38914,AWA1990071601,1990,7,16,Loggerhead,St. Johns,Moderately decomposed,0,0,70,65
-80.940903,29.10670549,38915,DXF1990071601,1990,7,16,Loggerhead,Volusia,Moderately decomposed,0,0,63.5,62.2
-81.01730289,24.7339044,38916,TXB1990071601,1990,7,16,Green turtle,Monroe,Severely decomposed,0,0,0,0
-80.33300277,27.60170514,38917,DAH1990071701,1990,7,17,Loggerhead,Indian River,Moderately decomposed,0,0,71.1,68.6
-81.05200304,29.32000554,38918,DXF1990071701,1990,7,17,Loggerhead,Volusia,Fresh dead,0,0,71.1,66
-81.37510317,30.23500575,38919,RPS1990071701,1990,7,17,Loggerhead,St. Johns,Moderately decomposed,0,0,76,71
-81.01160303,29.23670552,38920,WSM1990071701,1990,7,17,Loggerhead,Volusia,Moderately decomposed,0,0,61,55.9
-80.44830282,27.8600052,38921,LME1990071801,1990,7,18,Loggerhead,Indian River,Alive,79.9,58.5,86.2,73.1
-80.35110278,27.64000515,38922,TAL1990071901,1990,7,19,Loggerhead,Indian River,Moderately decomposed,0,0,72.4,70
-81.39600318,30.34000577,38923,BSP1990072001,1990,7,20,Loggerhead,Duval,Moderately decomposed,0,0,61,57.5
-80.03690266,26.62810491,38924,JXW1990072001,1990,7,20,Loggerhead,Palm Beach,Severely decomposed,88.6,67.4,94.7,86.5
-86.59950467,30.40330562,38925,THB1990072001,1990,7,20,Loggerhead,Okaloosa,Fresh dead,0,0,0,0
-81.4354032,30.64000584,38926,LXC1990072101,1990,7,21,Loggerhead,Nassau,Moderately decomposed,0,0,54,48
-80.23890274,27.27000506,38927,REM1990072101,1990,7,21,Loggerhead,St. Lucie,Moderately decomposed,63.4,52.4,0,0
-81.87810314,24.45500432,38928,LKB1990072201,1990,7,22,Green turtle,Monroe,Alive,28.5,24,0,0
-80.68690291,28.72670541,38929,BXG1990072301,1990,7,23,Loggerhead,Brevard,Moderately decomposed,0,0,58.4,48.3
-80.56000277,25.00000448,38930,PWW1990072301,1990,7,23,Leatherback,Monroe,Moderately decomposed,0,0,0,0
-80.17630271,27.16390504,38931,REM1990072301,1990,7,23,Green turtle,Martin,Moderately decomposed,0,0,0,0
-80.28430275,27.4517051,38932,BDP1990072401,1990,7,24,Green turtle,St. Lucie,Severely decomposed,0,48.3,0,57.4
-81.43250319,30.40000578,38933,JXJ1990072401,1990,7,24,Loggerhead,Duval,Severely decomposed,0,0,62.5,59
-80.20600273,27.27670506,38934,REM1990072401,1990,7,24,Green turtle,St. Lucie,Severely decomposed,56.6,43.9,60.6,57.4
-80.28730276,27.46000511,38935,REM1990072402,1990,7,24,Green turtle,St. Lucie,Severely decomposed,35.7,27.2,38,33.1
-81.92500315,24.52700433,38936,LKB1990072501,1990,7,25,Green turtle,Monroe,Alive,25,17,0,0
-82.30000332,26.8100049,38937,RXP1990072501,1990,7,25,Loggerhead,Charlotte,Moderately decomposed,0,0,0,0
-80.23170273,27.33500508,38938,JCG1990072601,1990,7,26,Green turtle,St. Lucie,Moderately decomposed,0,0,48.8,41.7
-81.45000321,30.70520585,38939,MSL1990072601,1990,7,26,Loggerhead,Nassau,Fresh dead,0,0,76.2,71.1
-81.37170317,30.22170574,38940,DMC1990072701,1990,7,27,Loggerhead,St. Johns,Moderately decomposed,0,0,60,61.5
-81.11500292,24.7083044,38941,TXB1990072701,1990,7,27,Loggerhead,Monroe,Fresh dead,0,0,91.4,76.2
-81.37510317,30.23500575,38942,RPS1990072801,1990,7,28,Loggerhead,St. Johns,Moderately decomposed,0,0,66,64
-80.55690285,28.07000525,38943,RAK1990072901,1990,7,29,Loggerhead,Brevard,Severely decomposed,0,0,91,87
-80.18650272,27.23670505,38944,CLK1990073001,1990,7,30,Loggerhead,Martin,Severely decomposed,0,0,0,0
-80.29880276,27.49470512,38945,JCG1990073001,1990,7,30,Green turtle,St. Lucie,Moderately decomposed,31.1,24.4,32.6,28.1
-82.2467033,26.65670486,38946,JHG1990073001,1990,7,30,Loggerhead,Lee,Severely decomposed,0,0,0,0
-81.7281031,24.56190435,38947,LXB1990073001,1990,7,30,Loggerhead,Monroe,Moderately decomposed,0,0,106.7,78.7
-81.24620311,29.75330564,38948,RAG1990073001,1990,7,30,Loggerhead,St. Johns,Fresh dead,0,0,104.1,99.1
-80.03830266,26.57170489,38949,RXW1990073001,1990,7,30,Green turtle,Palm Beach,Moderately decomposed,40.9,34,42,35.4
-82.71340346,27.64740509,38950,HMF1990073101,1990,7,31,Loggerhead,Pinellas,Severely decomposed,0,0,96.5,76.2
-80.82500284,24.81170443,38951,CXJ1990080201,1990,8,2,Loggerhead,Monroe,Severely decomposed,0,0,0,0
-86.51570465,30.39700563,38952,BXC1990080401,1990,8,4,Loggerhead,Okaloosa,Fresh dead,0,0,66,61
-80.90400299,29.05670548,38953,MXM1990080401,1990,8,4,Loggerhead,Volusia,Severely decomposed,74.5,59,0,0
-80.60090287,28.24000529,38954,JLG1990080501,1990,8,5,Loggerhead,Brevard,Severely decomposed,87,67.8,0,0
-80.38460272,25.17000453,38955,JXA1990080501,1990,8,5,Loggerhead,Monroe,Alive,0,0,73.7,68.6
-80.28090275,27.4433051,38956,LJW1990080501,1990,8,5,Green turtle,St. Lucie,Fresh dead,0,0,0,0
-80.58230286,28.14830527,38957,RAK1990080501,1990,8,5,Green turtle,Brevard,Severely decomposed,0,0,106,100
-80.56480286,28.09000526,38958,RAK1990080601,1990,8,6,Loggerhead,Brevard,Severely decomposed,0,0,0,0
-80.55910285,28.07500525,38959,RAK1990080602,1990,8,6,Loggerhead,Brevard,Severely decomposed,0,0,82,81
-80.58920287,28.17500527,38960,RAK1990080701,1990,8,7,Loggerhead,Brevard,Severely decomposed,0,0,67,64.5
-80.26140275,27.39470509,38961,BDP1990080801,1990,8,8,Loggerhead,St. Lucie,Moderately decomposed,0,0,79.4,77.8
-80.57640287,28.42500534,38962,EDS1990080801,1990,8,8,Loggerhead,Brevard,Moderately decomposed,0,0,93,0
-80.08580266,26.24670481,38963,JRH1990080801,1990,8,8,Green turtle,Broward,Moderately decomposed,0,0,33,30.2
-80.40890273,25.10980451,38964,AXA1990081001,1990,8,10,Hawksbill,Monroe,Alive,0,0,22.2,19.7
-81.0300029,24.7114044,38965,WHB1990081001,1990,8,10,Loggerhead,Monroe,Moderately decomposed,0,0,0,0
-80.15830271,27.16880504,38966,CLK1990081101,1990,8,11,Green turtle,Martin,Moderately decomposed,0,0,0,46.5
-80.81260296,28.91330545,38967,EXR1990081101,1990,8,11,Loggerhead,Volusia,Skeletal remains,0,0,68.6,61
-80.57400287,28.42810534,38968,MAM1990081101,1990,8,11,Green turtle,Brevard,Moderately decomposed,0,0,41.5,35
-80.60750288,28.32330531,38969,JXC1990081201,1990,8,12,Loggerhead,Brevard,Moderately decomposed,0,0,95.5,86.4
-80.61640278,24.93280446,38970,DSJ1990081301,1990,8,13,Loggerhead,Monroe,Moderately decomposed,0,0,76.2,74.9
-85.6833044,30.11670559,38971,NXG1990081301,1990,8,13,Loggerhead,Bay,Moderately decomposed,0,0,116.8,91.4
-80.09330266,26.2050048,38972,JRH1990081401,1990,8,14,Green turtle,Broward,Severely decomposed,0,0,47.7,41.3
-80.09330266,26.2033048,38973,JRH1990081402,1990,8,14,Green turtle,Broward,Severely decomposed,0,0,0,0
-80.05170267,26.87810497,38974,LXW1990081401,1990,8,14,Loggerhead,Palm Beach,Fresh dead,0,0,95.9,88.3
-80.17670267,25.66940466,38975,RBB1990081401,1990,8,14,Loggerhead,Miami-Dade,Severely decomposed,0,0,0,0
-80.11500266,26.01140475,38976,RXW1990081401,1990,8,14,Green turtle,Broward,Fresh dead,36.4,29.3,40,33
-80.11070266,26.06670476,38977,BAC1990081501,1990,8,15,Green turtle,Broward,Moderately decomposed,0,0,51.1,47
-80.51000284,27.97330523,38978,JLG1990081501,1990,8,15,Loggerhead,Brevard,Moderately decomposed,84.2,62.7,87.2,75.3
-80.50170283,27.95670522,38979,JLG1990081502,1990,8,15,Loggerhead,Brevard,Moderately decomposed,62.7,48.9,69,62.2
-80.45020282,27.8591052,38980,JXC1990081601,1990,8,16,Green turtle,Brevard,Alive,35.6,27.9,0,0
-80.60250287,28.25000529,38981,JLG1990081701,1990,8,17,Green turtle,Brevard,Severely decomposed,0,0,0,0
-80.82500284,24.90500445,38982,LXC1990081801,1990,8,18,Green turtle,Monroe,Severely decomposed,0,0,0,0
-81.12620307,29.48000557,38983,EHO1990082001,1990,8,20,Loggerhead,Flagler,Severely decomposed,70.6,48.1,78,58
-80.21000273,27.23830505,38984,BAS1990082101,1990,8,21,Green turtle,Martin,Fresh dead,55.2,42.3,58.9,51.9
-81.78330311,24.54420434,38985,LKB1990082101,1990,8,21,Green turtle,Monroe,Alive,42.5,34,0,0
-81.34170299,24.63830437,38986,CXH1990082201,1990,8,22,Loggerhead,Monroe,Moderately decomposed,0,0,0,0
-81.41100319,30.4550058,38987,LAM1990082201,1990,8,22,Loggerhead,Duval,Moderately decomposed,0,0,53.5,43.5
-80.20670273,27.25320506,38988,RRM1990082201,1990,8,22,Green turtle,Martin,Severely decomposed,0,0,0,0
-80.18830272,27.20000504,38989,RRM1990082202,1990,8,22,Green turtle,Martin,Moderately decomposed,74.4,53.5,78.4,67.5
-82.07150325,26.63320486,38990,EMH1990082401,1990,8,24,Green turtle,Lee,Alive,53,42,57,49
-81.09170291,24.63330438,38991,TXB1990082401,1990,8,24,Green turtle,Monroe,Alive,48.4,39.8,0,0
-81.17500294,24.7167044,38992,TXC1990082501,1990,8,25,Green turtle,Monroe,Alive,44,38.2,46,43.6
-81.96670317,24.52190433,38993,LKB1990082601,1990,8,26,Loggerhead,Monroe,Alive,79,62,0,0
-81.33330298,24.54170435,38994,TXB1990082601,1990,8,26,Loggerhead,Monroe,Alive,69.4,56.9,0,0
-80.12000266,25.76140468,38995,GXB1990082701,1990,8,27,Loggerhead,Miami-Dade,Alive,59.5,49,64,59
-80.44370281,27.8533052,38996,CXR1990082801,1990,8,28,Green turtle,Indian River,Severely decomposed,38.3,0,41,0
-82.5371034,27.250005,38997,DXK1990082801,1990,8,28,Loggerhead,Sarasota,Moderately decomposed,100,72.2,107.2,94.7
-80.78700283,24.84050444,38998,RWB1990082801,1990,8,28,Loggerhead,Monroe,Moderately decomposed,0,0,91.4,68.6
-80.08950266,26.2267048,38999,RXW1990082901,1990,8,29,Green turtle,Broward,Moderately decomposed,52.9,46,54.5,50
-80.14680267,25.76980469,39000,FIF1990083101,1990,8,31,Green turtle,Miami-Dade,Severely decomposed,58,44.7,60.5,53.9
-81.4333032,30.70400585,39001,RRP1990083101,1990,8,31,Loggerhead,Nassau,Severely decomposed,0,0,0,0
-80.42600281,27.82000519,39002,CXR1990090101,1990,9,1,Loggerhead,Indian River,Moderately decomposed,0,0,0,85
-81.29830313,29.93670568,39003,AXA1990090201,1990,9,2,Loggerhead,St. Johns,Moderately decomposed,0,0,66,59
-81.25410312,29.77670564,39004,MLF1990090301,1990,9,3,Loggerhead,St. Johns,Severely decomposed,62,49,0,0
-80.56500277,24.96000447,39005,RWB1990090401,1990,9,4,Loggerhead,Monroe,Severely decomposed,0,0,0,60.9
-82.56500341,27.30000501,39006,SXH1990090401,1990,9,4,Loggerhead,Sarasota,Moderately decomposed,83.5,62.8,88.3,80.8
-80.24010274,27.35330508,39007,JCG1990090501,1990,9,5,Loggerhead,St. Lucie,Fresh dead,0,66.3,0,89.2
-80.08670268,26.98830499,39008,MJS1990090501,1990,9,5,Green turtle,Martin,Alive,26,22,0,0
-82.79830351,28.18170522,39009,NCK1990090501,1990,9,5,Green turtle,Pasco,Alive,49,38.5,49.5,42
-80.11090266,26.06140476,39010,RXT1990090501,1990,9,5,Loggerhead,Broward,Severely decomposed,0,0,53.3,49.5
-80.57500286,28.12170526,39011,SJC1990090501,1990,9,5,Loggerhead,Brevard,Moderately decomposed,0,0,83.8,78.7
-80.94000287,24.76650441,39012,TXB1990090501,1990,9,5,Green turtle,Monroe,Alive,39.2,33.1,0,0
-80.58920287,28.17500527,39013,JXC1990090601,1990,9,6,Loggerhead,Brevard,Severely decomposed,0,0,0,0
-80.03300266,26.80500495,39014,MLW1990090601,1990,9,6,Loggerhead,Palm Beach,Fresh dead,94.6,74.9,0,0
-80.4200028,27.80830519,39015,CXR1990090701,1990,9,7,Green turtle,Indian River,Moderately decomposed,27.9,22.9,29.2,24.5
-80.56850287,28.56330537,39016,MAM1990090701,1990,9,7,Loggerhead,Brevard,Severely decomposed,0,0,103.2,93.8
-82.14000326,26.44830481,39017,CRL1990090801,1990,9,8,Loggerhead,Lee,Moderately decomposed,100.4,77.5,104.1,94
-80.32430277,27.56670513,39018,DAH1990091001,1990,9,10,Green turtle,Indian River,Severely decomposed,0,0,78,76
-80.06670266,26.38670484,39019,EXB1990091001,1990,9,10,Green turtle,Palm Beach,Fresh dead,0,0,53,46
-80.29030276,27.47000511,39020,JCG1990091101,1990,9,11,Green turtle,St. Lucie,Moderately decomposed,0,0,0,0
-80.930003,29.09170549,39021,BEL1990091201,1990,9,12,Loggerhead,Volusia,Moderately decomposed,0,0,74,71
-80.933503,29.09670549,39022,BEL1990091202,1990,9,12,Loggerhead,Volusia,Moderately decomposed,0,0,62,59
-80.58830287,28.17330527,39023,JXC1990091201,1990,9,12,Loggerhead,Brevard,Moderately decomposed,0,0,88.9,81.3
-80.10810266,26.09170477,39024,WXO1990091201,1990,9,12,Loggerhead,Broward,Severely decomposed,0,0,0,0
-86.65000469,30.39660562,39025,DEA1990091301,1990,9,13,Loggerhead,Okaloosa,Moderately decomposed,0,0,103.5,90
-80.91140299,29.07330548,39026,PEB1990091301,1990,9,13,Loggerhead,Volusia,Moderately decomposed,58.7,48,63.5,59.7
-80.24010274,27.35330508,39027,REM1990091301,1990,9,13,Green turtle,St. Lucie,Alive,22.3,17.6,23.5,19.4
-80.96600301,29.1483055,39028,RMF1990091301,1990,9,13,Loggerhead,Volusia,Fresh dead,0,0,63.5,62.2
-80.92540299,29.08670549,39029,WSM1990091301,1990,9,13,Loggerhead,Volusia,Moderately decomposed,0,0,66,63.5
