Longitude,Latitude,OBJECTID,STSSN_ID,YEAR_,MONTH_,DAY_,Commonname,County,CONDITION,CLSL,CWSL,CLOC,CWOC
-80.10000266,26.03830476,36806,SXW1988091401,1988,9,14,Leatherback,Broward,Alive,0,0,14.5,11.5
-80.55170286,28.39170533,36807,CMM1988091501,1988,9,15,Loggerhead,Brevard,Fresh dead,0,0,83.8,83.8
-81.39340318,30.31670576,36808,LEB1988091501,1988,9,15,Loggerhead,Duval,Fresh dead,0,0,63,61
-80.29530276,27.48330511,36809,REM1988091501,1988,9,15,Kemp's ridley,St. Lucie,Moderately decomposed,40.2,36.7,41.5,42.8
-81.39760318,30.37330578,36810,RGH1988091501,1988,9,15,Kemp's ridley,Duval,Fresh dead,40.6,42.6,46,47.9
-81.25420312,29.77670564,36811,WJH1988091501,1988,9,15,Loggerhead,St. Johns,Severely decomposed,0,0,71.1,68.6
-81.39640318,30.34170577,36812,LEB1988091601,1988,9,16,Loggerhead,Duval,Moderately decomposed,0,0,62,59
-81.39640318,30.34170577,36813,LEB1988091602,1988,9,16,Loggerhead,Duval,Moderately decomposed,0,0,69,68
-80.15670271,27.15670503,36814,REM1988091601,1988,9,16,Loggerhead,Martin,Severely decomposed,0,0,73,69.2
-81.28930313,29.91670567,36815,WJH1988091601,1988,9,16,Loggerhead,St. Johns,Severely decomposed,0,0,78.7,76.2
-81.14150307,29.51140558,36816,EHO1988091801,1988,9,18,Loggerhead,Flagler,Severely decomposed,66.4,56.8,70.5,63
-81.14570307,29.51950558,36817,EHO1988091802,1988,9,18,Loggerhead,Flagler,Severely decomposed,76.4,62.7,83.5,80
-80.19670272,27.18000504,36818,LEJ1988091801,1988,9,18,Loggerhead,Martin,Moderately decomposed,68.6,48.3,0,0
-80.10920266,26.08670477,36819,EAC1988092001,1988,9,20,Green turtle,Broward,Fresh dead,0,0,31.8,27.9
-81.39390318,30.32000576,36820,RWK1988092001,1988,9,20,Loggerhead,Duval,Alive,0,0,0,0
-80.33500271,25.4614046,36821,RXR1988092001,1988,9,20,Green turtle,Miami-Dade,Moderately decomposed,0,0,65,55
-81.26150312,29.80830565,36822,WJH1988092001,1988,9,20,Loggerhead,St. Johns,Severely decomposed,0,0,73.7,68.6
-80.24080274,27.35500508,36823,DSF1988092101,1988,9,21,Loggerhead,St. Lucie,Moderately decomposed,0,0,89,82.5
-81.15200308,29.53180559,36824,EHO1988092101,1988,9,21,Loggerhead,Flagler,Fresh dead,62,49.8,64.5,62
-81.32070314,30.0167057,36825,WJH1988092101,1988,9,21,Loggerhead,St. Johns,Severely decomposed,0,0,0,0
-80.17500271,27.17500504,36826,CLK1988092201,1988,9,22,Loggerhead,Martin,Alive,74.4,56.7,82,73.3
-80.91930299,29.08000548,36827,DTG1988092201,1988,9,22,Loggerhead,Volusia,Fresh dead,0,0,64.8,62.2
-82.73620347,27.6833051,36828,KAK1988092201,1988,9,22,Kemp's ridley,Pinellas,Dried carcass,39,36,0,0
-82.74000348,27.71670511,36829,BAL1988092301,1988,9,23,Loggerhead,Pinellas,Severely decomposed,0,0,100.3,91.4
-81.14250307,29.51330558,36830,EHO1988092302,1988,9,23,Loggerhead,Flagler,Severely decomposed,60.4,53.1,63.5,61
-81.12940307,29.48670558,36831,EHO1988092303,1988,9,23,Loggerhead,Flagler,Severely decomposed,63.2,54.6,68,66
-81.12620307,29.48000557,36832,EHO1988092304,1988,9,23,Loggerhead,Flagler,Moderately decomposed,62,53.3,65.5,65
-81.4429032,30.56670582,36833,PBS1988092301,1988,9,23,Loggerhead,Nassau,Fresh dead,0,0,72.5,69
-82.52330341,27.68830511,36834,AXL1988092401,1988,9,24,Kemp's ridley,Hillsborough,Dried carcass,0,0,0,0
-81.4429032,30.56670582,36835,CGJ1988092401,1988,9,24,Loggerhead,Nassau,Severely decomposed,56.2,47.6,0,0
-80.91500287,24.78670442,36836,DRC1988092401,1988,9,24,Loggerhead,Monroe,Alive,0,0,0,0
-80.11290266,26.04330476,36837,RXW1988092401,1988,9,24,Loggerhead,Broward,Moderately decomposed,0,0,100.5,92
-81.26330312,29.83330565,36838,WRW1988092401,1988,9,24,Loggerhead,St. Johns,Moderately decomposed,0,0,0,0
-81.11220306,29.45020557,36839,EHO1988092501,1988,9,25,Loggerhead,Flagler,Moderately decomposed,61.2,50.9,65,61
-81.25860312,29.79470565,36840,JJK1988092501,1988,9,25,Loggerhead,St. Johns,Fresh dead,98,68.5,104,89
-80.3333027,25.12170452,36841,SEL1988092501,1988,9,25,Loggerhead,Monroe,Fresh dead,0,0,0,0
-81.28930313,29.91670567,36842,WRW1988092501,1988,9,25,Loggerhead,St. Johns,Severely decomposed,0,0,0,0
-81.14700307,29.52170558,36843,EHO1988092601,1988,9,26,Loggerhead,Flagler,Severely decomposed,92.4,70.1,99,89
-81.11270306,29.45130557,36844,EHO1988092602,1988,9,26,Loggerhead,Flagler,Moderately decomposed,91.6,71.7,98.5,89.5
-80.88000298,29.01340547,36845,MKM1988092601,1988,9,26,Loggerhead,Volusia,Severely decomposed,0,0,0,0
-81.35330316,30.15330573,36846,JLB1988092701,1988,9,27,Loggerhead,St. Johns,Fresh dead,0,0,61,58.4
-81.00170302,29.21670552,36847,JRH1988092701,1988,9,27,Loggerhead,Volusia,Fresh dead,53.3,43.2,55.9,54.6
-81.09700306,29.41680556,36848,KAM1988092701,1988,9,27,Loggerhead,Volusia,Moderately decomposed,0,0,0,0
-81.39470318,30.32810577,36849,JER1988092901,1988,9,29,Loggerhead,Duval,Moderately decomposed,0,0,68,61
-80.33500271,25.4633046,36850,DEB1988100101,1988,10,1,Loggerhead,Miami-Dade,Severely decomposed,0,0,98,87
-81.16100308,29.55000559,36851,EHO1988100101,1988,10,1,Loggerhead,Flagler,Severely decomposed,77.4,60.7,83,72.5
-81.13330307,29.49470558,36852,EHO1988100102,1988,10,1,Loggerhead,Flagler,Severely decomposed,89.4,63,94,86
-81.05220304,29.32000554,36853,LME1988100101,1988,10,1,Loggerhead,Volusia,Severely decomposed,53.3,48,56.6,55.5
-81.4307032,30.66670584,36854,REB1988100201,1988,10,2,Loggerhead,Nassau,Moderately decomposed,0,0,0,0
-85.30800428,29.81200553,36855,WJC1988100201,1988,10,2,Loggerhead,Gulf,Skeletal remains,0,0,86.4,82.6
-81.41120319,30.4583058,36856,WJK1988100201,1988,10,2,Loggerhead,Duval,Moderately decomposed,0,0,49.5,48.3
-81.41100319,30.4533058,36857,WJK1988100202,1988,10,2,Loggerhead,Duval,Moderately decomposed,0,0,66,61
-81.40670318,30.43170579,36858,WJK1988100203,1988,10,2,Loggerhead,Duval,Moderately decomposed,0,0,71.1,66
-81.28460313,29.90770567,36859,BEM1988100401,1988,10,4,Kemp's ridley,St. Johns,Fresh dead,0,0,44.5,46.4
-82.68020345,27.42740504,36860,ODC1988100401,1988,10,4,Loggerhead,Manatee,Moderately decomposed,0,0,0,81.3
-82.58910342,27.32550502,36861,TLE1988100401,1988,10,4,Loggerhead,Sarasota,Severely decomposed,0,0,0,0
-81.27710313,29.89830567,36862,BEM1988100501,1988,10,5,Loggerhead,St. Johns,Moderately decomposed,0,0,50.8,53.3
-85.26670427,29.6826055,36863,MXN1988100501,1988,10,5,Loggerhead,Gulf,Severely decomposed,78.7,76.2,0,0
-81.13510307,29.49890558,36864,EHO1988100601,1988,10,6,Loggerhead,Flagler,Fresh dead,92.8,66.9,99,86
-80.88210298,29.01720547,36865,JWG1988100701,1988,10,7,Loggerhead,Volusia,Fresh dead,0,0,78,75
-80.91760299,29.07940549,36866,BXK1988100801,1988,10,8,Loggerhead,Volusia,Alive,62.5,50.5,0,0
-80.44670281,27.8583052,36867,RAS1988100801,1988,10,8,Green turtle,Indian River,Alive,34.1,27,36,30.9
-80.55000286,28.38330533,36868,CMM1988100901,1988,10,9,Loggerhead,Brevard,Alive,63.6,51.4,69,63
-80.27900275,27.4383051,36869,DSF1988100901,1988,10,9,Loggerhead,St. Lucie,Moderately decomposed,68.5,52.8,73,66.4
-80.31500277,27.53670513,36870,DSF1988100902,1988,10,9,Loggerhead,St. Lucie,Moderately decomposed,58.7,51,62.5,63
-81.27800313,29.90000567,36871,SWO1988100901,1988,10,9,Loggerhead,St. Johns,Severely decomposed,0,0,0,0
-80.09470266,26.19330479,36872,RXW1988101201,1988,10,12,Green turtle,Broward,Fresh dead,51,0,55.2,0
-81.4307032,30.66670584,36873,REB1988101401,1988,10,14,Loggerhead,Nassau,Moderately decomposed,0,0,87.6,83.8
-81.39750318,30.36670578,36874,RXC1988101401,1988,10,14,Kemp's ridley,Duval,Moderately decomposed,0,0,47,53.3
-80.97950301,29.17330551,36875,AJC1988101601,1988,10,16,Loggerhead,Volusia,Moderately decomposed,66,50.8,69.9,66
-81.06980305,29.35830555,36876,GMG1988101601,1988,10,16,Loggerhead,Volusia,Moderately decomposed,0,0,0,0
-81.00490302,29.22430552,36877,JRH1988101601,1988,10,16,Loggerhead,Volusia,Moderately decomposed,63.5,50.8,68.6,66
-80.99520302,29.20330551,36878,GRW1988101701,1988,10,17,Loggerhead,Volusia,Moderately decomposed,0,0,64.8,61
-81.06980305,29.35830555,36879,TLK1988101701,1988,10,17,Loggerhead,Volusia,Fresh dead,74.9,57.2,0,0
-81.80330312,24.54450434,36880,LXB1988102001,1988,10,20,Green turtle,Monroe,Moderately decomposed,0,0,40.6,22.9
-81.00000302,29.21330551,36881,NRW1988102001,1988,10,20,Loggerhead,Volusia,Severely decomposed,0,58.4,0,0
-86.57170466,30.40500563,36882,THB1988102101,1988,10,21,Loggerhead,Okaloosa,Severely decomposed,0,0,0,0
-80.940003,29.10500549,36883,BEL1988102201,1988,10,22,Leatherback,Volusia,Severely decomposed,0,0,158,108
-82.19000328,26.50670483,36884,EMH1988102201,1988,10,22,Loggerhead,Lee,Moderately decomposed,92,73,97,90
-80.39910272,25.13190452,36885,KFH1988102201,1988,10,22,Green turtle,Monroe,Moderately decomposed,0,0,46.7,43.8
-81.0317029,24.76140441,36886,BXM1988102301,1988,10,23,Green turtle,Monroe,Alive,52.1,40.6,52.1,47
-81.80000312,24.50000433,36887,DXF1988102401,1988,10,24,Green turtle,Monroe,Alive,45.6,43.2,0,0
-82.72230347,27.70830511,36888,AXF1988102501,1988,10,25,Loggerhead,Pinellas,Severely decomposed,93.6,73.5,97,89
-81.00620302,29.22670552,36889,PEB1988102601,1988,10,26,Loggerhead,Volusia,Severely decomposed,0,0,62.9,63.5
-80.07020266,26.34170483,36890,SAS1988102601,1988,10,26,Green turtle,Palm Beach,Fresh dead,0,0,0,39.4
-81.33890315,30.09470571,36891,JXB1988102701,1988,10,27,Loggerhead,St. Johns,Fresh dead,0,0,94,83.8
-81.4383032,30.62500583,36892,MXD1988102701,1988,10,27,Leatherback,Nassau,Moderately decomposed,0,0,0,0
-81.25580312,29.78330564,36893,RWK1988102701,1988,10,27,Loggerhead,St. Johns,Fresh dead,48.8,40,0,0
-81.25730312,29.78830564,36894,RWK1988102702,1988,10,27,Leatherback,St. Johns,Severely decomposed,138,71,0,0
-81.31560314,29.99670569,36895,RWK1988102703,1988,10,27,Leatherback,St. Johns,Severely decomposed,156.5,91,0,0
-81.4424032,30.59830583,36896,JDJ1988102801,1988,10,28,Kemp's ridley,Nassau,Severely decomposed,0,0,53,56
-81.79420312,24.58330435,36897,JXB1988102801,1988,10,28,Loggerhead,Monroe,Moderately decomposed,0,0,101.6,86.4
-81.26140312,29.81000565,36898,XXM1988102801,1988,10,28,Leatherback,St. Johns,Fresh dead,147.7,83,0,0
-81.00620302,29.22670552,36899,GXG1988102901,1988,10,29,Loggerhead,Volusia,Fresh dead,71.1,61,0,0
-85.35790429,29.6667055,36900,PMG1988102901,1988,10,29,Loggerhead,Gulf,Fresh dead,0,0,66.7,68.6
-81.41040319,30.4667058,36901,WJK1988102901,1988,10,29,Kemp's ridley,Duval,Fresh dead,0,0,45.7,48.3
-81.01140303,29.23670552,36902,WSM1988102901,1988,10,29,Loggerhead,Volusia,Moderately decomposed,58.4,53.3,66,66
-81.26140312,29.80670565,36903,EEM1988103001,1988,10,30,Leatherback,St. Johns,Moderately decomposed,0,0,195.6,162.6
-81.30340314,29.95200568,36904,SXO1988103001,1988,10,30,Loggerhead,St. Johns,Fresh dead,61,48.3,64.8,57.2
-81.23800311,29.73330563,36905,BSP1988103101,1988,10,31,Leatherback,St. Johns,Moderately decomposed,0,0,177,128
-81.11180306,29.44910557,36906,EHO1988103101,1988,10,31,Loggerhead,Flagler,Moderately decomposed,47.4,44.9,48.5,49
-81.06980305,29.35830555,36907,GRW1988103101,1988,10,31,Leatherback,Volusia,Moderately decomposed,0,0,140.3,106.7
-80.1327027,27.10000502,36908,SJM1988103101,1988,10,31,Loggerhead,Martin,Moderately decomposed,61.8,48.3,0,0
-85.30210428,29.80500553,36909,WJC1988103101,1988,10,31,Loggerhead,Gulf,Moderately decomposed,88.9,78.7,0,0
-80.935203,29.09880549,36910,WSM1988103101,1988,10,31,Leatherback,Volusia,Moderately decomposed,0,0,142.2,106.7
-81.2195031,29.68830562,36911,ACW1988110101,1988,11,1,Leatherback,St. Johns,Moderately decomposed,0,0,154,104
-82.41670336,27.01670495,36912,BSP1988110101,1988,11,1,Loggerhead,Sarasota,Moderately decomposed,86,67,93,85
-81.28400313,29.90670567,36913,GXV1988110101,1988,11,1,Green turtle,St. Johns,Alive,24.7,20.7,0,0
-81.4367032,30.53000581,36914,JXJ1988110101,1988,11,1,Kemp's ridley,Nassau,Severely decomposed,0,0,50,48
-81.4433032,30.57500582,36915,JXJ1988110102,1988,11,1,Kemp's ridley,Nassau,Dried carcass,0,0,49,51
-81.4407032,30.61140583,36916,JXJ1988110103,1988,11,1,Kemp's ridley,Nassau,Dried carcass,0,0,31.5,34
-85.35790429,29.6667055,36917,PMG1988110201,1988,11,2,Loggerhead,Gulf,Dried carcass,0,0,55.9,55.9
-81.85550318,26.35160479,36918,SJC1988110201,1988,11,2,Green turtle,Lee,Moderately decomposed,0,0,0,0
-82.18380328,26.48250482,36919,DXM1988110301,1988,11,3,Loggerhead,Lee,Moderately decomposed,93,69.4,99.3,89.5
-81.4301032,30.67000584,36920,MXD1988110401,1988,11,4,Loggerhead,Nassau,Moderately decomposed,0,0,66,58.4
-81.26490312,29.85000566,36921,WRW1988110401,1988,11,4,Leatherback,St. Johns,Severely decomposed,0,0,0,0
-85.40330432,29.93670556,36922,MXN1988110501,1988,11,5,Loggerhead,Bay,Fresh dead,0,0,96.5,88.9
-85.31500429,29.83330554,36923,PMG1988110501,1988,11,5,Loggerhead,Gulf,Dried carcass,0,0,100.3,83.8
-81.43300319,30.39980578,36924,JPT1988110601,1988,11,6,Kemp's ridley,Duval,Moderately decomposed,0,0,44.5,47
-81.40380318,30.40360578,36925,JPT1988110602,1988,11,6,Kemp's ridley,Duval,Moderately decomposed,0,0,43.2,45.7
-82.7837035,28.0834052,36926,DXF1988110801,1988,11,8,Loggerhead,Pinellas,Moderately decomposed,0,0,0,0
-80.92280299,29.08420549,36927,JSD1988110801,1988,11,8,Loggerhead,Volusia,Moderately decomposed,0,0,0,0
-81.80830312,24.56670435,36928,LKB1988110901,1988,11,9,Hawksbill,Monroe,Fresh dead,23.8,18,25.3,22.1
-81.39390318,30.32000576,36929,PXH1988111001,1988,11,10,Leatherback,Duval,Severely decomposed,0,0,140,106.5
-83.03330356,27.75000511,36930,DXF1988111101,1988,11,11,Loggerhead,Pinellas,Alive,79.5,63,84,80
-81.19740309,29.63330561,36931,EHO1988111101,1988,11,11,Loggerhead,Flagler,Moderately decomposed,50.2,47.2,51,54
-81.18800309,29.6123056,36932,EHO1988111201,1988,11,12,Loggerhead,Flagler,Severely decomposed,87.4,68.2,91.5,87
-81.4294032,30.67500585,36933,MXD1988111201,1988,11,12,Loggerhead,Nassau,Moderately decomposed,0,0,70,72.5
-80.54280285,27.96670523,36934,PXB1988111201,1988,11,12,Loggerhead,Brevard,Severely decomposed,0,0,86,84
-81.39470318,30.32500577,36935,VPH1988111201,1988,11,12,Leatherback,Duval,Moderately decomposed,0,0,160.5,124
-81.12230307,29.47170557,36936,ADR1988111301,1988,11,13,Leatherback,Flagler,Severely decomposed,0,0,0,0
-82.93330344,24.36830427,36937,LKB1988111301,1988,11,13,Green turtle,Monroe,Alive,0,0,45.7,35.6
-80.58630286,28.11140526,36938,PXB1988111301,1988,11,13,Loggerhead,Brevard,Fresh dead,0,0,69,61
-80.28660275,27.45800511,36939,REM1988111301,1988,11,13,Green turtle,St. Lucie,Severely decomposed,55.4,43.8,58.7,53
-80.05770266,26.46410486,36940,CDM1988111401,1988,11,14,Green turtle,Palm Beach,Fresh dead,0,0,73.7,67.3
-80.21230273,27.29000507,36941,CLK1988111401,1988,11,14,Green turtle,St. Lucie,Fresh dead,48.9,37.1,53.1,47
-81.4393032,30.62000583,36942,MXD1988111401,1988,11,14,Kemp's ridley,Nassau,Fresh dead,0,0,39,39
-81.4429032,30.56670582,36943,PXS1988111401,1988,11,14,Loggerhead,Nassau,Skeletal remains,0,0,0,0
-81.80840312,24.55830434,36944,RFC1988111401,1988,11,14,Loggerhead,Monroe,Moderately decomposed,86.4,66,91.4,81.3
-80.29670276,27.48670511,36945,SSR1988111401,1988,11,14,Green turtle,St. Lucie,Fresh dead,52.5,38.6,55.8,47.7
-81.4429032,30.56670582,36946,BXS1988111501,1988,11,15,Kemp's ridley,Nassau,Moderately decomposed,0,0,38,40.5
-81.4429032,30.56670582,36947,BXS1988111502,1988,11,15,Loggerhead,Nassau,Fresh dead,0,0,79,76
-81.38400317,30.26830575,36948,CLG1988111501,1988,11,15,Loggerhead,Duval,Moderately decomposed,0,0,0,0
-81.37710317,30.24170575,36949,DMC1988111501,1988,11,15,Loggerhead,St. Johns,Moderately decomposed,0,0,79.4,73.7
-81.4350032,30.64170584,36950,MXD1988111501,1988,11,15,Kemp's ridley,Nassau,Moderately decomposed,0,0,43,43
-81.4407032,30.61140583,36951,MXD1988111502,1988,11,15,Kemp's ridley,Nassau,Moderately decomposed,0,0,51,53
-80.28030275,27.4419051,36952,JXW1988111601,1988,11,16,Green turtle,St. Lucie,Fresh dead,0,0,30.6,26.7
-80.87550298,29.00670547,36953,PJM1988111601,1988,11,16,Loggerhead,Volusia,Moderately decomposed,86.4,61,91.4,71.1
-80.07020266,26.34170483,36954,REW1988111601,1988,11,16,Green turtle,Palm Beach,Moderately decomposed,0,0,60.5,0
-81.4400032,30.61670583,36955,JXJ1988111701,1988,11,17,Kemp's ridley,Nassau,Dried carcass,0,0,33.5,34.5
-81.2013031,29.64340561,36956,KEB1988111701,1988,11,17,Loggerhead,Flagler,Severely decomposed,61,58.4,0,0
-81.4350032,30.64170584,36957,MXD1988111701,1988,11,17,Kemp's ridley,Nassau,Dried carcass,0,0,42,0
-81.4424032,30.59830583,36958,PXS1988111801,1988,11,18,Kemp's ridley,Nassau,Severely decomposed,0,0,40.5,44
-82.08330325,26.42250481,36959,CRL1988111901,1988,11,19,Loggerhead,Lee,Moderately decomposed,94.3,69.7,100.3,90.2
-81.46000321,30.70330585,36960,RRP1988112001,1988,11,20,Kemp's ridley,Nassau,Dried carcass,0,0,43,47
-81.46000321,30.70330585,36961,RRP1988112002,1988,11,20,Kemp's ridley,Nassau,Dried carcass,0,0,37,37.5
-81.46000321,30.70330585,36962,RRP1988112003,1988,11,20,Loggerhead,Nassau,Dried carcass,0,0,54,50
-81.46000321,30.70330585,36963,RRP1988112004,1988,11,20,Kemp's ridley,Nassau,Dried carcass,0,0,25,24
-81.46000321,30.70330585,36964,RRP1988112005,1988,11,20,Kemp's ridley,Nassau,Severely decomposed,0,0,37,36
-81.26490312,29.85000566,36965,WRW1988112001,1988,11,20,Loggerhead,St. Johns,Moderately decomposed,0,0,0,0
-81.4424032,30.59830583,36966,BXS1988112101,1988,11,21,Kemp's ridley,Nassau,Moderately decomposed,0,0,39,43
-81.4429032,30.56670582,36967,BXS1988112102,1988,11,21,Kemp's ridley,Nassau,Severely decomposed,0,0,56,61
-81.40730318,30.43330579,36968,WJK1988112101,1988,11,21,Loggerhead,Duval,Moderately decomposed,0,0,71.1,68.6
-81.4429032,30.56670582,36969,BXS1988112201,1988,11,22,Kemp's ridley,Nassau,Moderately decomposed,0,0,40,43
-81.4429032,30.56670582,36970,BXS1988112202,1988,11,22,Loggerhead,Nassau,Fresh dead,0,0,0,0
-81.4429032,30.56670582,36971,BXS1988112203,1988,11,22,Loggerhead,Nassau,Moderately decomposed,0,0,59,58
-80.92280299,29.08420549,36972,FMR1988112201,1988,11,22,Loggerhead,Volusia,Fresh dead,53.3,45.7,61,55.9
-80.91140299,29.07340548,36973,JSD1988112201,1988,11,22,Loggerhead,Volusia,Fresh dead,0,0,88.9,66
-80.11670266,25.76670469,36974,JXF1988112201,1988,11,22,Green turtle,Miami-Dade,Alive,53.8,41.3,57,51
-81.25420312,29.77670564,36975,MLF1988112201,1988,11,22,Loggerhead,St. Johns,Moderately decomposed,52,44,0,0
-81.4429032,30.56670582,36976,PXL1988112201,1988,11,22,Kemp's ridley,Nassau,Severely decomposed,0,0,0,0
-81.4433032,30.58330582,36977,PXL1988112203,1988,11,22,Loggerhead,Nassau,Severely decomposed,0,0,0,0
-81.4407032,30.61140583,36978,PXL1988112204,1988,11,22,Kemp's ridley,Nassau,Severely decomposed,0,0,0,0
-81.4267032,30.70000585,36979,PXL1988112205,1988,11,22,Leatherback,Nassau,Severely decomposed,0,0,0,0
-81.4400032,30.61670583,36980,PXL1988112207,1988,11,22,Kemp's ridley,Nassau,Dried carcass,0,0,0,0
-81.26880312,29.87160566,36981,SXO1988112201,1988,11,22,Loggerhead,St. Johns,Moderately decomposed,50.8,43.2,57.2,53.3
-81.4344032,30.52000581,36982,PXL1988112301,1988,11,23,Loggerhead,Nassau,Moderately decomposed,0,0,0,0
-81.4353032,30.64000584,36983,JDJ1988112401,1988,11,24,Kemp's ridley,Nassau,Dried carcass,38.6,36.9,39,41.5
-81.4371032,30.53170581,36984,JDJ1988112402,1988,11,24,Loggerhead,Nassau,Moderately decomposed,56.5,48,62,58
-81.39020317,30.29760576,36985,CXG1988112501,1988,11,25,Kemp's ridley,Duval,Moderately decomposed,0,0,36.8,37.5
-81.4307032,30.66670584,36986,JDJ1988112501,1988,11,25,Kemp's ridley,Nassau,Severely decomposed,41.7,39.3,43.5,44.1
-81.39230318,30.30830576,36987,JXT1988112501,1988,11,25,Kemp's ridley,Duval,Moderately decomposed,0,0,35.6,36.8
-80.03500266,26.81330495,36988,LDW1988112501,1988,11,25,Loggerhead,Palm Beach,Alive,72.5,58.3,77,71.2
-81.31600314,29.99830569,36989,WHB1988112501,1988,11,25,Loggerhead,St. Johns,Moderately decomposed,0,0,0,0
-81.4301032,30.67000584,36990,JDJ1988112601,1988,11,26,Kemp's ridley,Nassau,Dried carcass,32.5,32.7,34,35
-81.12230307,29.47170557,36991,KAM1988112601,1988,11,26,Loggerhead,Flagler,Moderately decomposed,0,0,0,76.8
-81.12230307,29.47170557,36992,KAM1988112602,1988,11,26,Loggerhead,Flagler,Severely decomposed,0,0,64.1,61
-80.60670287,28.2917053,36993,PXB1988113001,1988,11,30,Loggerhead,Brevard,Alive,0,0,70,65
-81.26420312,29.84000566,36994,ACW1988120201,1988,12,2,Loggerhead,St. Johns,Moderately decomposed,0,0,51,44
-81.25920312,29.79670565,36995,ACW1988120202,1988,12,2,Loggerhead,St. Johns,Moderately decomposed,0,0,68,62
-81.4311032,30.70190585,36996,BAS1988120201,1988,12,2,Kemp's ridley,Nassau,Moderately decomposed,49.2,47.2,52.4,52.4
-80.44760281,27.8621052,36997,JEG1988120301,1988,12,3,Kemp's ridley,Brevard,Alive,0,0,29,29
-80.08870266,26.2328048,36998,RXW1988120301,1988,12,3,Green turtle,Broward,Fresh dead,29.8,22.7,31,25.9
-80.18810272,27.24190506,36999,CLK1988120501,1988,12,5,Loggerhead,Martin,Alive,80.6,64.6,88.7,84.3
-87.29000486,30.32980559,37000,CSZ1988120501,1988,12,5,Kemp's ridley,Escambia,Fresh dead,0,0,53.3,54.9
-81.30530314,29.95830568,37001,DXB1988120501,1988,12,5,Loggerhead,St. Johns,Moderately decomposed,0,0,68.6,66
-81.30530314,29.95830568,37002,DXB1988120502,1988,12,5,Leatherback,St. Johns,Severely decomposed,0,0,148.6,110.5
-81.35330316,30.15330573,37003,DXB1988120503,1988,12,5,Kemp's ridley,St. Johns,Fresh dead,38.6,36.9,40.6,42.5
-81.14250307,29.51330558,37004,EHO1988120501,1988,12,5,Kemp's ridley,Flagler,Severely decomposed,47.1,45.9,49.5,52
-80.91900299,29.07800548,37005,EJJ1988120501,1988,12,5,Kemp's ridley,Volusia,Moderately decomposed,0,0,0,0
-81.00620302,29.22670552,37006,PEB1988120501,1988,12,5,Kemp's ridley,Volusia,Severely decomposed,0,0,40.6,38.1
-81.14250307,29.51330558,37007,EHO1988120601,1988,12,6,Kemp's ridley,Flagler,Severely decomposed,51,49.6,53.5,55.5
-81.14250307,29.51330558,37008,EHO1988120602,1988,12,6,Kemp's ridley,Flagler,Severely decomposed,38.9,35.1,39.3,40.5
-81.05900304,29.33500554,37009,GXW1988120601,1988,12,6,Loggerhead,Volusia,Severely decomposed,0,0,85.1,80.6
-80.98760302,29.18830551,37010,JRH1988120601,1988,12,6,Loggerhead,Volusia,Severely decomposed,0,0,76.2,66
-81.38090317,30.25600575,37011,MLF1988120601,1988,12,6,Kemp's ridley,Duval,Moderately decomposed,40.6,33,0,0
-81.38060317,30.25510575,37012,RHS1988120601,1988,12,6,Loggerhead,Duval,Fresh dead,0,0,75,64.5
-81.41040319,30.4667058,37013,TLP1988120601,1988,12,6,Kemp's ridley,Duval,Fresh dead,0,0,54,55.9
-81.41040319,30.4667058,37014,TLP1988120602,1988,12,6,Kemp's ridley,Duval,Moderately decomposed,0,0,43.2,44.5
-82.63670344,27.62670509,37015,KAK1988120701,1988,12,7,Loggerhead,Hillsborough,Fresh dead,0,74,111,92
-85.40600431,29.76830552,37016,PXG1988120701,1988,12,7,Kemp's ridley,Gulf,Fresh dead,0,0,50.2,48.3
-81.40830318,30.39830578,37017,LGK1988120801,1988,12,8,Kemp's ridley,Duval,Fresh dead,0,49.7,0,61
-81.39340318,30.31670576,37018,AWB1988121001,1988,12,10,Loggerhead,Duval,Moderately decomposed,0,0,0,0
-82.59170343,27.78330513,37019,AXM1988121001,1988,12,10,Kemp's ridley,Pinellas,Fresh dead,49.4,46.6,0,0
-81.07950305,29.37810555,37020,GRW1988121001,1988,12,10,Kemp's ridley,Volusia,Fresh dead,0,0,41.9,41.3
-81.43320319,30.39000578,37021,HDS1988121001,1988,12,10,Kemp's ridley,Duval,Moderately decomposed,0,0,54,53.5
-81.07150305,29.36140555,37022,JAJ1988121001,1988,12,10,Loggerhead,Volusia,Fresh dead,0,0,0,0
-81.39640318,30.34170577,37023,XXT1988121001,1988,12,10,Loggerhead,Duval,Severely decomposed,0,0,55.9,58.4
-81.11180306,29.44910557,37024,EHO1988121101,1988,12,11,Loggerhead,Flagler,Severely decomposed,75.5,54,78,73
-81.04330304,29.30170553,37025,JKR1988121101,1988,12,11,Loggerhead,Volusia,Fresh dead,0,0,0,0
-81.03050303,29.27500553,37026,JAJ1988121201,1988,12,12,Loggerhead,Volusia,Moderately decomposed,0,0,91.4,0
-81.37630317,30.23830575,37027,JDJ1988121201,1988,12,12,Loggerhead,St. Johns,Moderately decomposed,0,0,77,75
-80.98910302,29.19170551,37028,JSD1988121201,1988,12,12,Loggerhead,Volusia,Moderately decomposed,0,0,57.2,41.9
-81.00000302,29.21330551,37029,NRW1988121201,1988,12,12,Loggerhead,Volusia,Moderately decomposed,0,0,0,0
